tweet_id,user_id,screen_name,created_at,favorite_count,retweet_count,text,truncated_tweet,retweet
1.23E+18,48402711,unisyscorp,3/2/20 16:28,0,1,"A wrap up of @RSAConference #2020: from #Coronavirus to the #USelection

https://t.co/Tvfez1ijXl @tomtalks @unisyscorp @RSAsecurity https://t.co/kSZri9zi6m","RT @InformationAge: A wrap up of @RSAConference #2020: from #Coronavirus to the #USelection

https://t.co/Tvfez1ijXl @tomtalks @unisyscorp＃",retweet
1.23E+18,18639872,TRowePrice,3/2/20 16:30,1,1,"Understanding the impact of lost working days on production sheds more light on COVID-19 than comparing it to the 2003 SARS outbreak, Sovereign Analyst Chris Kushlis argues. https://t.co/3vFANaIBi2","Understanding the impact of lost working days on production sheds more light on COVID-19 than comparing it to the 2003 SARS outbreak, Sovereign Analyst Chris Kushlis argues. https://t.co/3vFANaIBi2",original
1.23E+18,2904112697,MMC_Global,3/2/20 17:00,2,0,"#Coronavirus: Preparing for Business Interruption, #Insurance Considerations and Other Claims. https://t.co/rWZE8QeerQ via @MarshGlobal #supplychain #economy https://t.co/ZXBn2XSNYM","#Coronavirus: Preparing for Business Interruption, #Insurance Considerations and Other Claims. https://t.co/rWZE8QeerQ via @MarshGlobal #supplychain #economy https://t.co/ZXBn2XSNYM",original
1.23E+18,337847812,FTI_Global,3/2/20 17:00,0,1,Can policymakers soften the economic impact of the coronavirus? Thoughts from our Multi-Asset Solutions team. https://t.co/0i9VSVjeOU,Can policymakers soften the economic impact of the coronavirus? Thoughts from our Multi-Asset Solutions team. https://t.co/0i9VSVjeOU,original
1.23E+18,435302260,AnthemInc,3/2/20 17:03,56,21,"Dentists are often at the frontlines of prescribing opioids. By giving network dentists an integrated view of their patient＊s health history, we＊ve been able to reduce the number of opioids prescribed by more than 50%. Learn about our bold approach to combat the opioid epidemic.","Dentists are often at the frontlines of prescribing opioids. By giving network dentists an integrated view of their patient＊s health history, we＊ve been able to reduce the number of opioids prescribed by more than 50%. Learn about our bold approach to combat the opioid epidemic.",original
1.23E+18,19769002,Avaya,3/2/20 17:31,28,21,Learn how our Avaya team and partners in China are helping control spread of COVID-19 by equipping customers with home working solutions. https://t.co/4JUNIv5OYn #ExperiencesThatMatter #technology https://t.co/w6CeUSW5cx,Learn how our Avaya team and partners in China are helping control spread of COVID-19 by equipping customers with home working solutions. https://t.co/4JUNIv5OYn #ExperiencesThatMatter #technology https://t.co/w6CeUSW5cx,original
1.23E+18,634100844,ComericaBank,3/2/20 18:16,0,2,#Economic Alert: Global consequences of #coronavirus outbreak seen in February data. https://t.co/K0xXI54l8A https://t.co/hi0ACaFuYe,RT @Comerica_Econ: #Economic Alert: Global consequences of #coronavirus outbreak seen in February data. https://t.co/K0xXI54l8A https://t.c＃,retweet
1.23E+18,16827489,CBOE,3/2/20 18:32,8,4,"After last week's steady decline in the S&amp;P 500 Index, the $VIX Index starts the first trading week of March down around the 34 level. Plus, Michael Palmer expects #coronavirus news to outweigh #SuperTuesday in the market this week. https://t.co/81GPWrvQ3c","After last week's steady decline in the S&amp;P 500 Index, the $VIX Index starts the first trading week of March down around the 34 level. Plus, Michael Palmer expects #coronavirus news to outweigh #SuperTuesday in the market this week. https://t.co/81GPWrvQ3c",original
1.23E+18,101290875,HwnElectric,3/2/20 18:35,8,4,"As 1 of 16 critical infrastructure sectors identified by @DHSgov , customers need power and we are committed to providing it. That's why we're finalizing our Infectious Disease &amp; Pandemic Plan, which we are prepared to activate if needed. Read more: https://t.co/zg6FgXBu1v. https://t.co/hzuZw2d5IV","As 1 of 16 critical infrastructure sectors identified by @DHSgov , customers need power and we are committed to providing it. That's why we're finalizing our Infectious Disease &amp; Pandemic Plan, which we are prepared to activate if needed. Read more: https://t.co/zg6FgXBu1v. https://t.co/hzuZw2d5IV",original
1.23E+18,101290875,HwnElectric,3/2/20 18:36,3,2,Be aware of scammers who are using the COVID-19 situation to develop new ways to obtain personal and financial information. We all need to be vigilant and never trust information or accept requests coming from an unknown source. Read more: https://t.co/zg6FgXBu1v. https://t.co/KyNttGaHzG,Be aware of scammers who are using the COVID-19 situation to develop new ways to obtain personal and financial information. We all need to be vigilant and never trust information or accept requests coming from an unknown source. Read more: https://t.co/zg6FgXBu1v. https://t.co/KyNttGaHzG,original
1.23E+18,337847812,FTI_Global,3/2/20 19:26,1,0,"Notes from the Trading Desk is now live! From coronavirus to Brexit developments, here＊s what our team has an eye on this week: https://t.co/H0vMZJHZPA https://t.co/1BRcWZNDgy","Notes from the Trading Desk is now live! From coronavirus to Brexit developments, here＊s what our team has an eye on this week: https://t.co/H0vMZJHZPA https://t.co/1BRcWZNDgy",original
1.23E+18,378197959,3M,3/2/20 19:48,0,2,"@jimmybbutler Hi Jimmy - Thank you for reaching out to us. At this time, the WHO and the U.S. CDC have not made recommendations for respirator use by the general public. More information on respirator use by the general public can be found here: https://t.co/3ZpdviNiqF. Thank you!","@jimmybbutler Hi Jimmy - Thank you for reaching out to us. At this time, the WHO and the U.S. CDC have not made recommendations for respirator use by the general public. More information on respirator use by the general public can be found here: https://t.co/3ZpdviNiqF. Thank you!",original
1.23E+18,17981602,RaymondJames,3/2/20 20:02,3,2,February #MarketLetter: Stocks see red as coronavirus fears persist. Here is a look at the key factors we are watching: https://t.co/ORtlVZ59cp https://t.co/IXs6aUC1db,February #MarketLetter: Stocks see red as coronavirus fears persist. Here is a look at the key factors we are watching: https://t.co/ORtlVZ59cp https://t.co/IXs6aUC1db,original
1.23E+18,378197959,3M,3/2/20 20:30,0,0,@SwordsATL Hi - Thank you for reaching out to us. Our manufacturing model is local for local and we continue to maximize production at our manufacturing facilities in the U.S. for all types of N95 respirators. Thank you.,@SwordsATL Hi - Thank you for reaching out to us. Our manufacturing model is local for local and we continue to maximize production at our manufacturing facilities in the U.S. for all types of N95 respirators. Thank you.,original
1.23E+18,48402711,unisyscorp,3/2/20 21:00,1,2,"#Unisys' Chief Trust Officer @tomtalks recaps the 2020 #RSA Conference, from #AI to election #security to #CoronaVirus https://t.co/2BjDkEprej via @InformationAge #RSAC","#Unisys' Chief Trust Officer @tomtalks recaps the 2020 #RSA Conference, from #AI to election #security to #CoronaVirus https://t.co/2BjDkEprej via @InformationAge #RSAC",original
1.23E+18,378197959,3M,3/2/20 21:00,0,0,"@J_Edgar28 Hi Edgar - Thank you for reaching out to us. At this time, the WHO and the U.S. CDC have not made recommendations for respirator use by the general public. More information on respirator use by the general public can be found here: https://t.co/IAfjZBRnmn. Thank you.","@J_Edgar28 Hi Edgar - Thank you for reaching out to us. At this time, the WHO and the U.S. CDC have not made recommendations for respirator use by the general public. More information on respirator use by the general public can be found here: https://t.co/IAfjZBRnmn. Thank you.",original
1.23E+18,166607010,DeltaNewsHub,3/2/20 21:15,93,52,.@Delta waives change fees for international travel due to #coronavirus concerns https://t.co/Hd1y6bQZEj,.@Delta waives change fees for international travel due to #coronavirus concerns https://t.co/Hd1y6bQZEj,original
1.23E+18,48402711,unisyscorp,3/2/20 21:24,0,5,Coronavirus: Hackers are exploiting the COVID-19 outbreak to steal your information https://t.co/pWgFeQsIAJ https://t.co/ayLACjtApZ,RT @TechRepublic: Coronavirus: Hackers are exploiting the COVID-19 outbreak to steal your information https://t.co/pWgFeQsIAJ https://t.co/＃,retweet
1.23E+18,80019404,UGI_Utilities,3/2/20 21:29,0,1,"Beware of scammers looking to use the coronavirus to take your money and personal info. The scams may appear to promote awareness and prevention tips, report fake information about local cases, ask you to donate to victims, or offer advice on unproven treatments. #NCPW2020",RT @U_U_A_S: Beware of scammers looking to use the coronavirus to take your money and personal info. The scams may appear to promote awaren＃,retweet
1.23E+18,56693003,DTE_Energy,3/2/20 21:30,1,1,"Beware of #scammers looking to use the #coronavirus to take your money and personal info. Rely on information from @CDCgov for  information about #COVID19 
Visit https://t.co/CwGwcKoI3J for more info  #NCPW2020 #NationalConsumerPreventionWeek https://t.co/3VMZXTy2zd","Beware of #scammers looking to use the #coronavirus to take your money and personal info. Rely on information from @CDCgov for  information about #COVID19 
Visit https://t.co/CwGwcKoI3J for more info  #NCPW2020 #NationalConsumerPreventionWeek https://t.co/3VMZXTy2zd",original
1.23E+18,511068440,CloroxCo,3/2/20 21:46,0,0,"@Great_Grumpki Hi Chris, @Clorox disinfecting wipes have shown effectiveness against viruses similar to this coronavirus strain on nonporous surfaces. Per the EPA Emerging Pathogen Policy, these products can be used against COVID-19 on hard, nonporous surfaces when used as directed.","@Great_Grumpki Hi Chris, @Clorox disinfecting wipes have shown effectiveness against viruses similar to this coronavirus strain on nonporous surfaces. Per the EPA Emerging Pathogen Policy, these products can be used against COVID-19 on hard, nonporous surfaces when used as directed.",original
1.23E+18,16188518,Aetna,3/2/20 21:50,30,16,"As a @CVSHealth company, we are closely monitoring the COVID-19 outbreak and are in regular contact with @CDCgov and @WHO. Click below for more information and tips on staying healthy.","As a @CVSHealth company, we are closely monitoring the COVID-19 outbreak and are in regular contact with @CDCgov and @WHO. Click below for more information and tips on staying healthy.",original
1.23E+18,253167239,GoldmanSachs,3/2/20 22:04,20,11,WATCH: $GS' Head of Commodities Research Jeff Currie explains why he＊s positive on gold and how the coronavirus may impact other commodities on @CNBC.  https://t.co/yfenjBlTxk,WATCH: $GS' Head of Commodities Research Jeff Currie explains why he＊s positive on gold and how the coronavirus may impact other commodities on @CNBC.  https://t.co/yfenjBlTxk,original
1.23E+18,16827489,CBOE,3/2/20 22:21,1,0,Craig Stapleton of Securian Asset Management discusses how #coronavirus could continue to impact the markets and economy. #CboeRMC #RMCInsights https://t.co/48ciOfKcYE,Craig Stapleton of Securian Asset Management discusses how #coronavirus could continue to impact the markets and economy. #CboeRMC #RMCInsights https://t.co/48ciOfKcYE,original
1.23E+18,378197959,3M,3/2/20 22:41,0,0,@frigid_cookie Hi - Thank you for reaching out to us. We continue to maximize production at our manufacturing facilities in the U.S. and around the world for all types of N95 respirators. Thank you.,@frigid_cookie Hi - Thank you for reaching out to us. We continue to maximize production at our manufacturing facilities in the U.S. and around the world for all types of N95 respirators. Thank you.,original
1.23E+18,49680475,BrookdaleLiving,3/2/20 22:45,3,1,We are closely monitoring and taking precautionary measures for the Coronavirus. Stay informed and read more here: https://t.co/qAqL6K1akM,We are closely monitoring and taking precautionary measures for the Coronavirus. Stay informed and read more here: https://t.co/qAqL6K1akM,original
1.23E+18,259440099,CHRobinson,3/2/20 23:04,2,2,"The coronavirus continues to change rapidly, impacting trade around the globe. Our experts provide the latest updates: https://t.co/RG6PNFdLfG https://t.co/RBM7d0vgad","The coronavirus continues to change rapidly, impacting trade around the globe. Our experts provide the latest updates: https://t.co/RG6PNFdLfG https://t.co/RBM7d0vgad",original
1.23E+18,21021891,Chevron,3/2/20 23:17,0,0,@thaliea44 our chevron colleague tested negative for COVID-19. we have resumed normal operations at our westferry circus office.,@thaliea44 our chevron colleague tested negative for COVID-19. we have resumed normal operations at our westferry circus office.,original
1.23E+18,57071887,molinahealth,3/2/20 23:32,0,88,Seeking and sharing accurate information is one of the best things we can do to keep rumors and misinformation about COVID-19 from spreading. The latest information from DOH: https://t.co/wp8TtPf9Ke https://t.co/hR7RQzljKK,RT @WADeptHealth: Seeking and sharing accurate information is one of the best things we can do to keep rumors and misinformation about COVI＃,retweet
1.23E+18,378197959,3M,3/2/20 23:38,98,32,We are grateful for the efforts of 3M employees around the world who are working hard in response to the #coronavirus to increase production of needed supplies that help protect people. https://t.co/30OW3kDa6u https://t.co/drheiPmXAA,We are grateful for the efforts of 3M employees around the world who are working hard in response to the #coronavirus to increase production of needed supplies that help protect people. https://t.co/30OW3kDa6u https://t.co/drheiPmXAA,original
1.23E+18,769742234,KKR_Co,3/2/20 23:56,2,1,"In the latest #KKRBlog, Partner and CEO of Greater #China, Paul Yang, discusses how we and our portfolio companies have leveraged resources to help those affected by #COVID19 https://t.co/iX284I9ygk https://t.co/pUvAWBZhTv","In the latest #KKRBlog, Partner and CEO of Greater #China, Paul Yang, discusses how we and our portfolio companies have leveraged resources to help those affected by #COVID19 https://t.co/iX284I9ygk https://t.co/pUvAWBZhTv",original
1.23E+18,48402711,unisyscorp,3/3/20 1:50,0,3,"Businesses look to protect the health of employees &amp; take steps to support staff working from home, leading to demand for #videoconferencing and #collaboration tools. https://t.co/QnZ9FFIIMP

@charrindisguise @rcastanonm #coronavirus #covid19 #Slack #Zoom #BlueJeans","RT @Computerworld: Businesses look to protect the health of employees &amp; take steps to support staff working from home, leading to demand fo＃",retweet
1.23E+18,18639734,Nasdaq,3/3/20 2:20,21,4,"In a @WSJopinion piece today @Nasdaq CEO @adenatfriedman explains that markets have historically been quick to recover from pandemic threats, like the coronavirus. How so?
<U+00A0>
Thread <U+0001F447>","In a @WSJopinion piece today @Nasdaq CEO @adenatfriedman explains that markets have historically been quick to recover from pandemic threats, like the coronavirus. How so?
<U+00A0>
Thread <U+0001F447>",original
1.23E+18,18639734,Nasdaq,3/3/20 2:22,11,3,"Investors will have to evaluate health-related risks in the weeks and months ahead, and they may well see more volatility. But the efficiency of U.S. markets and the diligence of researchers in industry and government working to develop a vaccine should give Americans hope.","Investors will have to evaluate health-related risks in the weeks and months ahead, and they may well see more volatility. But the efficiency of U.S. markets and the diligence of researchers in industry and government working to develop a vaccine should give Americans hope.",original
1.23E+18,71911230,newenergy_blog,3/3/20 9:51,0,0,The latest The Renewable Energy Daily! https://t.co/GszKEu7PbY Thanks to @LaurelBunce #coronavirus,The latest The Renewable Energy Daily! https://t.co/GszKEu7PbY Thanks to @LaurelBunce #coronavirus,original
1.23E+18,48402711,unisyscorp,3/3/20 11:27,0,1,"#AI as a vaccine for curbing #healthcare fraud, abuse and waste #payments. @karenmpd's #PYMNTSMasterclass w/ @Mastercard's Beth Griffin https://t.co/jmolM973A1","RT @pymnts: #AI as a vaccine for curbing #healthcare fraud, abuse and waste #payments. @karenmpd's #PYMNTSMasterclass w/ @Mastercard's Beth＃",retweet
1.23E+18,48402711,unisyscorp,3/3/20 11:30,0,2,"A wrap up of @RSAConference #2020: from #Coronavirus to the #USelection

https://t.co/Tvfez1ijXl @tomtalks @unisyscorp @RSAsecurity https://t.co/eYXvdoXab9","RT @InformationAge: A wrap up of @RSAConference #2020: from #Coronavirus to the #USelection

https://t.co/Tvfez1ijXl @tomtalks @unisyscorp＃",retweet
1.23E+18,48402711,unisyscorp,3/3/20 11:31,0,1,"A wrap up of @RSAConference #2020: from #Coronavirus to the #USelection

https://t.co/Tvfez1ijXl @tomtalks @unisyscorp @RSAsecurity https://t.co/ysVUf0i2qD","RT @InformationAge: A wrap up of @RSAConference #2020: from #Coronavirus to the #USelection

https://t.co/Tvfez1ijXl @tomtalks @unisyscorp＃",retweet
1.23E+18,337847812,FTI_Global,3/3/20 12:00,1,1,Will central banks do ※whatever it takes§ to fight the economic impact of the coronavirus? Our European Trading Desk team weighs in: https://t.co/uVGszw7ls0,Will central banks do ※whatever it takes§ to fight the economic impact of the coronavirus? Our European Trading Desk team weighs in: https://t.co/uVGszw7ls0,original
1.23E+18,172496840,LillyPad,3/3/20 13:08,34,12,"Among concerns raised by the novel #coronavirus is whether people can count on a reliable supply of medicine. Our global manufacturing network is fully operational and taking steps to prevent shortages of any products, including all insulins. https://t.co/kjvX4VNNZ3 https://t.co/V9WERL5uvy","Among concerns raised by the novel #coronavirus is whether people can count on a reliable supply of medicine. Our global manufacturing network is fully operational and taking steps to prevent shortages of any products, including all insulins. https://t.co/kjvX4VNNZ3 https://t.co/V9WERL5uvy",original
1.23E+18,231213589,FifthThird,3/3/20 13:49,1,0,"The benchmark S&amp;P 500 Index fell 11% last week, but economic releases showed the U.S. economy accelerating prior to the coronavirus concerns 每 suggesting the U.S. economy will have some resiliency. Check out all the latest in this week's #EconBeat. https://t.co/5L5IX7iUjO","The benchmark S&amp;P 500 Index fell 11% last week, but economic releases showed the U.S. economy accelerating prior to the coronavirus concerns 每 suggesting the U.S. economy will have some resiliency. Check out all the latest in this week's #EconBeat. https://t.co/5L5IX7iUjO",original
1.23E+18,18639734,Nasdaq,3/3/20 13:50,0,27,"The coronavirus is the kind of problem that defies simple solutions, but markets are responding as they should〞infusing capital for the most promising solutions. Here are my thoughts in @WSJopinion 
https://t.co/hDWL3DKq30 https://t.co/IDWWnAuZGZ","RT @adenatfriedman: The coronavirus is the kind of problem that defies simple solutions, but markets are responding as they should〞infusing＃",retweet
1.23E+18,175404215,Parexel,3/3/20 13:53,3,1,"In their latest @Parexel #regulatory blog, experts Kurt Brorson, Ph.D. and Mo Heidaran discuss key concerns for developers of #biologics related to the #covid19 outbreak. https://t.co/HTqUmmpMHx #publichealth #regulatoryaffairs https://t.co/sgXET7kenJ","In their latest @Parexel #regulatory blog, experts Kurt Brorson, Ph.D. and Mo Heidaran discuss key concerns for developers of #biologics related to the #covid19 outbreak. https://t.co/HTqUmmpMHx #publichealth #regulatoryaffairs https://t.co/sgXET7kenJ",original
1.23E+18,253167239,GoldmanSachs,3/3/20 14:00,9,4,.@LSHTM Director Peter Piot discusses the origins and state of #COVID19 during a #TalksAtGS: https://t.co/GpGMWgtKpM #GSEurope https://t.co/GsOfOeQCKT,.@LSHTM Director Peter Piot discusses the origins and state of #COVID19 during a #TalksAtGS: https://t.co/GpGMWgtKpM #GSEurope https://t.co/GsOfOeQCKT,original
1.23E+18,917104380,UnitedHealthGrp,3/3/20 14:05,0,60,"Optum is offering a free emotional support line at 866-342-6892 for anyone feeling anxious about the #coronavirus. It＊s available to anyone, 24/7 &amp; will connect you with a counselor who is standing by to help. For updates &amp; best practices please visit https://t.co/W5eJzwkLLn. https://t.co/RYsENEX9I5",RT @Optum: Optum is offering a free emotional support line at 866-342-6892 for anyone feeling anxious about the #coronavirus. It＊s availabl＃,retweet
1.23E+18,17287497,popular,3/3/20 14:06,0,0,@BoricuaSincero Gracias por dejarnos saber tu preocupaci車n. En Popular tomamos muy en serio la seguridad y bienestar de nuestros clientes y empleados. Estamos muy pendientes de la situaci車n que est芍 pasando a nivel mundial sobre el coronavirus y otras enfermedades. (...),@BoricuaSincero Gracias por dejarnos saber tu preocupaci車n. En Popular tomamos muy en serio la seguridad y bienestar de nuestros clientes y empleados. Estamos muy pendientes de la situaci車n que est芍 pasando a nivel mundial sobre el coronavirus y otras enfermedades. (...),original
1.23E+18,17287497,popular,3/3/20 14:07,0,0,"@BoricuaSincero Nuestros empleados han sido orientados, siguiendo las recomendaciones del CDC, para manejarse en sus 芍reas de trabajo. De igual forma, somos muy rigurosos con el mantenimiento de sucursales y oficinas. Seguiremos reforzando nuestra educaci車n para garantizar la seguridad de todos.","@BoricuaSincero Nuestros empleados han sido orientados, siguiendo las recomendaciones del CDC, para manejarse en sus 芍reas de trabajo. De igual forma, somos muy rigurosos con el mantenimiento de sucursales y oficinas. Seguiremos reforzando nuestra educaci車n para garantizar la seguridad de todos.",original
1.23E+18,531892451,abbvie,3/3/20 14:07,0,0,"@sosthefixer @sosthefixer, We know there are concerns about the Coronavirus, but we're not able to recommend medical advice on social media per our community guidelines.  Your physician, pharmacist or other healthcare professional are in the best position to answer your questions.","@sosthefixer @sosthefixer, We know there are concerns about the Coronavirus, but we're not able to recommend medical advice on social media per our community guidelines.  Your physician, pharmacist or other healthcare professional are in the best position to answer your questions.",original
1.23E+18,1.09E+18,genuinepartsco,3/3/20 14:08,7,0,"Did you know GPC has a team located in China? GPC Global Sourcing's HQ is in Shenzhen &amp; Shanghai, China and serves as our worldwide sourcing office for all GPC divisions. As COVID-19 grows, our thoughts are with our team in China and luckily no GPC employees have been infected. https://t.co/dMlT7OAVMY","Did you know GPC has a team located in China? GPC Global Sourcing's HQ is in Shenzhen &amp; Shanghai, China and serves as our worldwide sourcing office for all GPC divisions. As COVID-19 grows, our thoughts are with our team in China and luckily no GPC employees have been infected. https://t.co/dMlT7OAVMY",original
1.23E+18,2904112697,MMC_Global,3/3/20 14:25,0,2,"Thousands of cases and hundreds of deaths from #coronavirus have been confirmed globally, according to @WHO, who has declared the #outbreak a public emergency of international concern. Learn more. @MarshGlobal @mercer https://t.co/iR7xBIMzH7 https://t.co/LjQGhp7O8r","RT @GuyCarpenter: Thousands of cases and hundreds of deaths from #coronavirus have been confirmed globally, according to @WHO, who has decl＃",retweet
1.23E+18,27688803,INTLFCStone,3/3/20 14:37,1,3,Coronavirus is: #coronavirus #COVID19,Coronavirus is: #coronavirus #COVID19,original
1.23E+18,12492842,citrix,3/3/20 14:49,0,7,Few things in business are certain except change. And the pace with which it is happening is faster than ever before https://t.co/4iwnh6wqxG @Citrix #Workspace #businesscontinuity #Coronavirus #Citrix,RT @Dana_Gardner: Few things in business are certain except change. And the pace with which it is happening is faster than ever before http＃,retweet
1.23E+18,882891427,LPL,3/3/20 14:50,3,2,What implications could the coronavirus outbreak have on the economy and stock market? @RyanDetrick and @jbuchbinder_LPL answer that question in this week's #LPLMarketSignals podcast: https://t.co/dBMhcYUDbo https://t.co/imcdXFSAd0,What implications could the coronavirus outbreak have on the economy and stock market? @RyanDetrick and @jbuchbinder_LPL answer that question in this week's #LPLMarketSignals podcast: https://t.co/dBMhcYUDbo https://t.co/imcdXFSAd0,original
1.23E+18,253167239,GoldmanSachs,3/3/20 15:00,10,2,WATCH: $GS Chief Economist Jan Hatzius discusses the Federal Reserve＊s options relative to the coronavirus on @CNBC. https://t.co/6CKAoVqOZa,WATCH: $GS Chief Economist Jan Hatzius discusses the Federal Reserve＊s options relative to the coronavirus on @CNBC. https://t.co/6CKAoVqOZa,original
